,name,right_ascension,declination,apparent_magnitude,distance (ly),link,parent_constellation
10811,Unnamed Star,10h 05m 10.40s,+52° 22′ 16.7″,6.31,330,,Ursa Major
10812,HD 119124,13h 40m 23.35s,+50° 31′ 09.4″,6.31,82,/wiki/HD_119124,Ursa Major
10813,Unnamed Star,10h 29m 54.43s,+65° 37′ 34.7″,6.32,313,,Ursa Major
10814,Unnamed Star,11h 13m 40.10s,+41° 05′ 19.7″,6.33,332,,Ursa Major
10815,Unnamed Star,11h 26m 25.58s,+33° 27′ 02.0″,6.33,188,,Ursa Major
10816,Unnamed Star,08h 38m 59.92s,+52° 55′ 30.5″,6.34,581,,Ursa Major
10817,Unnamed Star,09h 57m 56.84s,+45° 24′ 51.8″,6.34,418,,Ursa Major
10818,Unnamed Star,10h 46m 22.54s,+57° 21′ 57.8″,6.34,756,,Ursa Major
10819,Unnamed Star,12h 11m 44.89s,+57° 03′ 16.0″,6.34,970,,Ursa Major
10820,Unnamed Star,13h 27m 59.73s,+52° 44′ 44.3″,6.34,325,,Ursa Major
10821,Unnamed Star,08h 53m 05.93s,+59° 03′ 22.1″,6.35,201,,Ursa Major
10822,Unnamed Star,11h 40m 27.44s,+57° 58′ 13.3″,6.35,526,,Ursa Major
10823,Unnamed Star,09h 42m 43.12s,+48° 25′ 51.8″,6.36,435,,Ursa Major
10824,Unnamed Star,10h 28m 36.54s,+45° 12′ 44.1″,6.37,763,,Ursa Major
10825,Unnamed Star,11h 01m 05.73s,+63° 25′ 16.4″,6.38,284,,Ursa Major
10826,Unnamed Star,11h 33m 56.38s,+36° 48′ 56.7″,6.38,424,,Ursa Major
10827,Unnamed Star,12h 43m 04.19s,+61° 09′ 19.3″,6.39,477,,Ursa Major
10828,Unnamed Star,09h 21m 23.61s,+45° 22′ 12.5″,6.4,713,,Ursa Major
10829,Unnamed Star,10h 48m 49.86s,+65° 07′ 56.9″,6.4,420,,Ursa Major
10830,Unnamed Star,11h 12m 10.90s,+68° 16′ 18.7″,6.4,300,,Ursa Major
10831,Unnamed Star,11h 30m 53.14s,+47° 55′ 44.8″,6.4,328,,Ursa Major
10832,Unnamed Star,09h 37m 37.52s,+60° 12′ 49.5″,6.41,321,,Ursa Major
10833,Unnamed Star,11h 00m 25.58s,+51° 30′ 07.7″,6.41,568,,Ursa Major
10834,Unnamed Star,11h 12m 32.53s,+35° 48′ 52.0″,6.41,71,,Ursa Major
10835,Unnamed Star,08h 22m 44.06s,+60° 37′ 52.5″,6.42,444,,Ursa Major
10836,Unnamed Star,10h 18m 58.77s,+46° 45′ 39.1″,6.42,830,,Ursa Major
10837,Unnamed Star,10h 28m 03.81s,+48° 47′ 13.4″,6.42,77,,Ursa Major
10838,Unnamed Star,10h 49m 28.82s,+63° 48′ 36.0″,6.42,862,,Ursa Major
10839,Groombridge 1830,11h 52m 55.82s,+37° 43′ 58.1″,6.42,30,/wiki/Groombridge_1830,Ursa Major
10840,Unnamed Star,11h 58m 07.25s,+32° 16′ 26.6″,6.42,155,,Ursa Major
10841,Unnamed Star,08h 15m 50.52s,+60° 22′ 50.1″,6.43,499,,Ursa Major
10842,Unnamed Star,11h 21m 49.35s,+57° 04′ 29.4″,6.43,255,,Ursa Major
10843,Unnamed Star,09h 06m 43.16s,+59° 20′ 40.4″,6.44,1132,,Ursa Major
10844,Unnamed Star,10h 52m 32.11s,+52° 30′ 13.4″,6.44,315,,Ursa Major
10845,Unnamed Star,11h 03m 27.37s,+70° 01′ 51.0″,6.44,734,,Ursa Major
10846,Unnamed Star,10h 20m 14.88s,+53° 46′ 45.4″,6.45,100,,Ursa Major
10847,Unnamed Star,13h 50m 27.77s,+58° 32′ 21.9″,6.45,269,,Ursa Major
10848,Unnamed Star,08h 39m 10.10s,+59° 56′ 21.3″,6.47,360,,Ursa Major
10849,Unnamed Star,11h 55m 14.10s,+36° 45′ 23.4″,6.47,588,,Ursa Major
10850,Unnamed Star,13h 45m 13.10s,+55° 52′ 48.8″,6.47,110,,Ursa Major
10851,Unnamed Star,14h 08m 46.19s,+59° 20′ 15.7″,6.47,438,,Ursa Major
10852,Unnamed Star,10h 18m 32.91s,+43° 02′ 55.1″,6.48,116,,Ursa Major
10853,Unnamed Star,13h 36m 39.89s,+49° 29′ 12.1″,6.48,500,,Ursa Major
10854,Unnamed Star,09h 33m 11.26s,+45° 30′ 49.9″,6.49,584,,Ursa Major
10855,Unnamed Star,11h 38m 49.12s,+64° 20′ 49.1″,6.49,640,,Ursa Major
10856,Unnamed Star,11h 59m 57.41s,+34° 02′ 04.8″,6.49,374,,Ursa Major
10857,Unnamed Star,13h 39m 14.92s,+51° 48′ 15.1″,6.49,1495,,Ursa Major
10858,HR 5256,13h 57m 32.10s,+61° 29′ 32.4″,6.49,33,/wiki/HR_5256,Ursa Major
10859,Unnamed Star,09h 29m 47.87s,+55° 44′ 43.2″,6.5,145,,Ursa Major
10860,Unnamed Star,09h 41m 16.76s,+55° 51′ 59.7″,6.5,412,,Ursa Major
10861,Unnamed Star,09h 43m 07.00s,+54° 21′ 49.6″,6.5,299,,Ursa Major
10862,Unnamed Star,13h 02m 40.46s,+59° 42′ 58.8″,6.5,615,,Ursa Major
10863,Unnamed Star,13h 26m 00.37s,+63° 15′ 38.7″,6.5,70,,Ursa Major
10864,Unnamed Star,09h 45m 55.38s,+63° 39′ 12.3″,6.51,252,,Ursa Major
10865,65 Ursae Majoris,11h 55m 05.74s,+46° 28′ 36.6″,6.54,801,/wiki/65_Ursae_Majoris,Ursa Major
10866,Unnamed Star,10h 21m 03.67s,+41° 50′ 57.8″,6.78,685,,Ursa Major
10867,Unnamed Star,09h 46m 42.44s,+45° 06′ 53.0″,6.81,270,,Ursa Major
10868,Unnamed Star,09h 22m 32.20s,+49° 32′ 41.4″,6.9,738,,Ursa Major
10869,HD 84406,09h 47m 30.55s,+63° 14′ 52.1″,6.94,258.5,/wiki/HD_84406,Ursa Major
10870,65 Ursae Majoris,11h 55m 11.32s,+46° 28′ 11.2″,7.03,1025,/wiki/65_Ursae_Majoris,Ursa Major
10871,Unnamed Star,12h 26m 32.60s,+55° 09′ 33.9″,7.03,472,,Ursa Major
10872,Unnamed Star,10h 45m 59.86s,+56° 55′ 14.9″,7.11,363,,Ursa Major
10873,Unnamed Star,11h 05m 46s,+44° 18′ 06″,7.43,1761,/wiki/Planet,Ursa Major
10874,Lalande 21185,11h 03m 20.19s,+35° 58′ 11.5″,7.49,8.29,/wiki/Lalande_21185,Ursa Major
10875,Unnamed Star,13h 24m 52s,+54° 53′ 51″,7.59,299[3],#cite_note-3,Ursa Major
10876,ADS 7251,09h 14m 22.79157s,52° 41′ 11.7206″,7.64,20.09,/wiki/ADS_7251,Ursa Major
10877,HD 99706,11h 28m 30s,+43° 58′ 00 ″,7.81,421,/wiki/HD_99706,Ursa Major
10878,W Ursae Majoris,09h 43m 45.47s,+55° 57′ 09.1″,7.96,162,/wiki/W_Ursae_Majoris,Ursa Major
10898,Polaris,02h 31m 47.08s,+89° 15′ 50.9″,1.97,431,/wiki/Polaris,Ursa Minor
10899,Beta Ursae Minoris,14h 50m 42.40s,+74° 09′ 19.7″,2.07,126,/wiki/Beta_Ursae_Minoris,Ursa Minor
10900,Gamma Ursae Minoris,15h 20m 43.75s,+71° 50′ 02.3″,3.04,480,/wiki/Gamma_Ursae_Minoris,Ursa Minor
10901,Epsilon Ursae Minoris,16h 45m 58.16s,+82° 02′ 14.1″,4.21,346,/wiki/Epsilon_Ursae_Minoris,Ursa Minor
10902,5 Ursae Minoris,14h 27m 31.52s,+75° 41′ 45.4″,4.25,345,/wiki/5_Ursae_Minoris,Ursa Minor
10903,Zeta Ursae Minoris,15h 44m 03.46s,+77° 47′ 40.2″,4.29,376,/wiki/Zeta_Ursae_Minoris,Ursa Minor
10904,Delta Ursae Minoris,17h 32m 12.90s,+86° 35′ 10.8″,4.35,183,/wiki/Delta_Ursae_Minoris,Ursa Minor
10905,RR Ursae Minoris,14h 57m 35.12s,+65° 55′ 56.6″,4.63,398,/wiki/RR_Ursae_Minoris,Ursa Minor
10906,4 Ursae Minoris,14h 08m 51.01s,+77° 32′ 50.8″,4.8,500,/wiki/4_Ursae_Minoris,Ursa Minor
10907,Eta Ursae Minoris,16h 17m 30.50s,+75° 45′ 16.9″,4.95,97,/wiki/Eta_Ursae_Minoris,Ursa Minor
10908,Theta Ursae Minoris,15h 31m 25.05s,+77° 20′ 57.6″,5.0,832,/wiki/Theta_Ursae_Minoris,Ursa Minor
10909,11 Ursae Minoris,15h 17m 05.88s,+71° 49′ 26.0″,5.02,389,/wiki/11_Ursae_Minoris,Ursa Minor
10910,HD 136064 (page does not exist),15h 14m 38.00s,+67° 20′ 51.6″,5.15,83,/w/index.php?title=HD_136064&action=edit&redlink=1,Ursa Minor
10911,HD 124730 (page does not exist),14h 12m 04.05s,+69° 25′ 57.6″,5.18,445,/w/index.php?title=HD_124730&action=edit&redlink=1,Ursa Minor
10912,19 Ursae Minoris,16h 10m 49.53s,+75° 52′ 39.1″,5.48,665,/wiki/19_Ursae_Minoris,Ursa Minor
10913,HD 118904 (page does not exist),13h 37m 11.05s,+71° 14′ 32.2″,5.5,400,/w/index.php?title=HD_118904&action=edit&redlink=1,Ursa Minor
10914,HD 149681 (page does not exist),16h 25m 43.53s,+78° 57′ 49.0″,5.55,138,/w/index.php?title=HD_149681&action=edit&redlink=1,Ursa Minor
10915,HD 133002,14h 50m 19.63s,+82° 30′ 45.0″,5.63,141,/wiki/HD_133002,Ursa Minor
10916,HD 140227 (page does not exist),15h 37m 39.21s,+69° 16′ 59.6″,5.65,881,/w/index.php?title=HD_140227&action=edit&redlink=1,Ursa Minor
10917,HD 145622 (page does not exist),16h 03m 31.40s,+76° 47′ 38.0″,5.73,581,/w/index.php?title=HD_145622&action=edit&redlink=1,Ursa Minor
10918,HD 158996 (page does not exist),17h 19m 37.05s,+80° 08′ 11.0″,5.74,991,/w/index.php?title=HD_158996&action=edit&redlink=1,Ursa Minor
10919,24 Ursae Minoris,17h 30m 46.97s,+86° 58′ 04.9″,5.78,156,/wiki/24_Ursae_Minoris,Ursa Minor
10920,HD 117187 (page does not exist),13h 26m 08.02s,+72° 23′ 29.4″,5.82,1009,/w/index.php?title=HD_117187&action=edit&redlink=1,Ursa Minor
10921,HD 120084,13h 42m 39.38s,+78° 03′ 51.6″,5.91,318,/wiki/HD_120084,Ursa Minor
10922,HD 152303 (page does not exist),16h 43m 06.14s,+77° 30′ 48.5″,5.99,117,/w/index.php?title=HD_152303&action=edit&redlink=1,Ursa Minor
10923,HD 147321 (page does not exist),16h 14m 33.47s,+73° 23′ 41.3″,6.02,748,/w/index.php?title=HD_147321&action=edit&redlink=1,Ursa Minor
10924,VX Ursae Minoris,17h 01m 40.08s,+75° 17′ 51.6″,6.17,146,/wiki/VX_Ursae_Minoris,Ursa Minor
10925,HD 135384 (page does not exist),15h 10m 44.40s,+67° 46′ 51.8″,6.18,504,/w/index.php?title=HD_135384&action=edit&redlink=1,Ursa Minor
10926,HD 133994 (page does not exist),15h 03m 57.73s,+65° 55′ 11.0″,6.22,464,/w/index.php?title=HD_133994&action=edit&redlink=1,Ursa Minor
10927,UY Ursae Minoris,12h 15m 20.67s,+87° 42′ 00.0″,6.27,152,/wiki/UY_Ursae_Minoris,Ursa Minor
10928,HD 129245 (page does not exist),14h 33m 38.62s,+79° 39′ 36.8″,6.27,461,/w/index.php?title=HD_129245&action=edit&redlink=1,Ursa Minor
10929,Lambda Ursae Minoris,17h 16m 57.26s,+89° 02′ 15.8″,6.31,876,/wiki/Lambda_Ursae_Minoris,Ursa Minor
10930,HD 107113 (page does not exist),12h 16m 49.35s,+86° 26′ 09.0″,6.33,129,/w/index.php?title=HD_107113&action=edit&redlink=1,Ursa Minor
10931,HD 151623 (page does not exist),16h 37m 52.81s,+78° 55′ 06.8″,6.33,414,/w/index.php?title=HD_151623&action=edit&redlink=1,Ursa Minor
10932,HD 150275 (page does not exist),16h 30m 39.08s,+77° 26′ 45.1″,6.35,408,/w/index.php?title=HD_150275&action=edit&redlink=1,Ursa Minor
10933,20 Ursae Minoris,16h 12m 32.20s,+75° 12′ 38.1″,6.36,765,/wiki/20_Ursae_Minoris,Ursa Minor
10934,HD 113889 (page does not exist),13h 04m 49.78s,+73° 01′ 29.8″,6.43,396,/w/index.php?title=HD_113889&action=edit&redlink=1,Ursa Minor
10935,3 Ursae Minoris,14h 06m 56.48s,+74° 35′ 37.5″,6.43,438,/wiki/3_Ursae_Minoris,Ursa Minor
10936,HD 5914 (page does not exist),01h 33m 48.52s,+89° 00′ 56.6″,6.46,321,/w/index.php?title=HD_5914&action=edit&redlink=1,Ursa Minor
10937,Pi Ursae Minoris,15h 29m 11.97s,+80° 26′ 54.0″,6.57,72,/wiki/Pi_Ursae_Minoris,Ursa Minor
10938,9 Ursae Minoris,15h 00m 27.71s,+71° 45′ 54.9″,6.64,110,/wiki/9_Ursae_Minoris,Ursa Minor
10939,8 Ursae Minoris,14h 56m 48.32s,+74° 54′ 03.3″,6.83,489,/wiki/8_Ursae_Minoris,Ursa Minor
10940,Pi Ursae Minoris,15h 39m 38.72s,+79° 58′ 59.2″,6.89,384,/wiki/Pi_Ursae_Minoris,Ursa Minor
10941,HD 150706,16h 31m 17.59s,+79° 47′ 23.2″,7.03,89,/wiki/HD_150706,Ursa Minor
10942,U Ursae Minoris,14h 17m 19.90s,+66° 47′ 39.2″,7.1,858,/wiki/U_Ursae_Minoris,Ursa Minor
10943,Pi Ursae Minoris,15h 29m 24.36s,+80° 27′ 00.0″,7.3,71,/wiki/Pi_Ursae_Minoris,Ursa Minor
10944,14 Ursae Minoris,15h 21m 30.52s,+73° 28′ 35.1″,7.38,194,/wiki/14_Ursae_Minoris,Ursa Minor
10945,S Ursae Minoris,15h 29m 34.57s,+78° 38′ 00.3″,7.5,2450,/wiki/S_Ursae_Minoris,Ursa Minor
10946,V Ursae Minoris,13h 38m 41.07s,+74° 18′ 36.3″,7.81,1280,/wiki/V_Ursae_Minoris,Ursa Minor
10956,Gamma Velorum,08h 09m 31.96s,-47° 20′ 11.8″,1.83,1120,/wiki/Gamma_Velorum,Vela
10957,Delta Velorum,08h 44m 42.20s,-54° 42′ 30.8″,1.96,81,/wiki/Delta_Velorum,Vela
10958,Lambda Velorum,09h 07m 59.78s,-43° 25′ 57.4″,2.21,573,/wiki/Lambda_Velorum,Vela
10959,Kappa Velorum,09h 22m 06.83s,-55° 00′ 38.5″,2.47,539,/wiki/Kappa_Velorum,Vela
10960,Mu Velorum,10h 46m 46.12s,-49° 25′ 12.5″,2.69,116,/wiki/Mu_Velorum,Vela
10961,HD 82668,09h 31m 13.35s,-57° 02′ 03.8″,3.16,238,/wiki/HD_82668,Vela
10962,Phi Velorum,09h 56m 51.75s,-54° 34′ 04.1″,3.52,1929,/wiki/Phi_Velorum,Vela
10963,Omicron Velorum,08h 40m 17.61s,-52° 55′ 19.1″,3.6,495,/wiki/Omicron_Velorum,Vela
10964,HD 78004,09h 04m 09.32s,-47° 05′ 51.8″,3.75,309,/wiki/HD_78004,Vela
10965,HD 74180,08h 40m 37.58s,-46° 38′ 55.5″,3.81,4900,/wiki/HD_74180,Vela
10966,P Velorum,10h 37m 18.26s,-48° 13′ 32.2″,3.84,86,/wiki/P_Velorum,Vela
10967,HD 88955,10h 14m 44.27s,-42° 07′ 19.4″,3.85,103,/wiki/HD_88955,Vela
10968,HD 75063,08h 46m 01.65s,-46° 02′ 29.5″,3.87,1552,/wiki/HD_75063,Vela
10969,Psi Velorum,09h 30m 42.11s,-40° 28′ 00.8″,3.91,61,/wiki/Psi_Velorum,Vela
10970,HD 74772,08h 44m 23.97s,-42° 38′ 57.6″,4.05,228,/wiki/HD_74772,Vela
10971,HD 73634,08h 37m 38.64s,-42° 59′ 20.8″,4.11,1436,/wiki/HD_73634,Vela
10972,Gamma Velorum,08h 09m 29.30s,-47° 20′ 45.0″,4.27,840,/wiki/Gamma_Velorum,Vela
10973,HD 92449,10h 39m 18.41s,-55° 36′ 11.8″,4.29,901,/wiki/HD_92449,Vela
